,0,1,2,3,4,5,6,7,8
919,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-BI-10002571','OFF-AR-10001419'},,,,,
920,frozenset({'OFF-ST-10001963','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
921,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-BI-10002571','OFF-AR-10001419'},,,,,
922,frozenset({'TEC-AC-10004568','OFF-ST-10003996','OFF-BI-10002571','OFF-AR-10001419'},,,,,
923,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,,
924,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,,
925,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-AR-10001419'},,,,,
926,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,,
927,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-AR-10001419'},,,,,
928,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10003996','OFF-AR-10001419'},,,,,
929,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,,
930,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AR-10001419'},,,,,
931,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996','OFF-AR-10001419'},,,,,
932,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996','OFF-AR-10001419'},,,,,
933,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-FA-10003485','OFF-PA-10001804'},,,,,
934,frozenset({'OFF-AR-10003183','OFF-FA-10003485','TEC-MA-10003626','OFF-PA-10001804'},,,,,
935,frozenset({'OFF-AR-10003183','TEC-MA-10002412','OFF-FA-10003485','TEC-MA-10003626'},,,,,
936,frozenset({'OFF-AR-10003183','TEC-MA-10002412','TEC-MA-10003626','OFF-PA-10001804'},,,,,
937,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','OFF-BI-10002571'},,,,,
938,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','OFF-BI-10002571'},,,,,
939,frozenset({'OFF-BI-10004209','OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571'},,,,,
940,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','OFF-BI-10002571'},,,,,
941,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-BI-10002571'},,,,,
942,frozenset({'OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571'},,,,,
943,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-BI-10002571'},,,,,
944,frozenset({'OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571'},,,,,
945,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-BI-10002571'},,,,,
946,frozenset({'TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996','OFF-BI-10002571'},,,,,
947,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,,
948,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,,
949,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477'},,,,,
950,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,,
951,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477'},,,,,
952,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','OFF-ST-10003996'},,,,,
953,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,,
954,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477'},,,,,
955,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','OFF-ST-10003996'},,,,,
956,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','OFF-ST-10003996'},,,,,
957,frozenset({'OFF-FA-10003485','OFF-BI-10000174','OFF-PA-10002666','OFF-PA-10000675'},,,,,
958,frozenset({'OFF-FA-10003485','OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10000675'},,,,,
959,frozenset({'OFF-FA-10003485','OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10002666'},,,,,
960,frozenset({'OFF-BI-10000174','TEC-PH-10000011','OFF-PA-10002666','OFF-PA-10000675'},,,,,
961,frozenset({'OFF-BI-10001359','TEC-AC-10003709','OFF-FA-10003485','OFF-EN-10003845'},,,,,
962,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-BI-10002571'},,,,,
963,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10003996','OFF-BI-10002571'},,,,,
964,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-BI-10002571'},,,,,
965,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-ST-10003996','OFF-BI-10002571'},,,,,
966,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-BI-10002571'},,,,,
967,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10003996','OFF-BI-10002571'},,,,,
968,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996','OFF-BI-10002571'},,,,,
969,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-BI-10002571'},,,,,
970,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996','OFF-BI-10002571'},,,,,
971,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996','OFF-BI-10002571'},,,,,
972,frozenset({'OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798','OFF-BI-10003676'},,,,,
973,frozenset({'OFF-BI-10002609','OFF-BI-10003676','OFF-EN-10003798','OFF-PA-10004735'},,,,,
974,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-BI-10003676','OFF-EN-10003798'},,,,,
975,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-BI-10003676','OFF-EN-10003798'},,,,,
976,frozenset({'OFF-FA-10003485','OFF-BI-10002609','OFF-PA-10004735','OFF-BI-10003676'},,,,,
977,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-BI-10002609','OFF-BI-10003676'},,,,,
978,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-BI-10002609','OFF-BI-10003676'},,,,,
979,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-BI-10002609','OFF-PA-10004735'},,,,,
980,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-BI-10002609','OFF-PA-10004735'},,,,,
981,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-BI-10002609','TEC-PH-10003589'},,,,,
982,frozenset({'OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,,
983,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798'},,,,,
984,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-FA-10003485','OFF-EN-10003798'},,,,,
985,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-EN-10003798','OFF-PA-10004735'},,,,,
986,frozenset({'TEC-PH-10003589','OFF-BI-10002609','OFF-EN-10003798','OFF-PA-10004735'},,,,,
987,frozenset({'OFF-ST-10000642','OFF-BI-10002609','OFF-EN-10003798','TEC-PH-10003589'},,,,,
988,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-BI-10002609','OFF-PA-10004735'},,,,,
989,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-BI-10002609','OFF-PA-10004735'},,,,,
990,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-BI-10002609','TEC-PH-10003589'},,,,,
991,frozenset({'OFF-ST-10000642','OFF-PA-10004735','OFF-BI-10002609','TEC-PH-10003589'},,,,,
992,frozenset({'OFF-BI-10002854','OFF-FA-10003485','OFF-ST-10003208','TEC-PH-10004447'},,,,,
993,frozenset({'OFF-FA-10003485','TEC-PH-10000307','OFF-BI-10003350','TEC-CO-10004202'},,,,,
994,frozenset({'OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735','OFF-BI-10003676'},,,,,
995,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-BI-10003676'},,,,,
996,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-EN-10003798','OFF-BI-10003676'},,,,,
997,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-EN-10003798','OFF-PA-10004735'},,,,,
998,frozenset({'TEC-PH-10003589','OFF-BI-10003676','OFF-EN-10003798','OFF-PA-10004735'},,,,,
999,frozenset({'OFF-ST-10000642','OFF-BI-10003676','OFF-EN-10003798','TEC-PH-10003589'},,,,,
1000,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-PA-10004735','OFF-BI-10003676'},,,,,
1001,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-PA-10004735','OFF-BI-10003676'},,,,,
1002,frozenset({'OFF-ST-10000642','OFF-FA-10003485','TEC-PH-10003589','OFF-BI-10003676'},,,,,
1003,frozenset({'OFF-ST-10000642','OFF-PA-10004735','OFF-BI-10003676','TEC-PH-10003589'},,,,,
1004,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,,
1005,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963'},,,,,
1006,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10003996'},,,,,
1007,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','OFF-ST-10003996'},,,,,
1008,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,,
1009,frozenset({'TEC-PH-10003589','OFF-FA-10003485','OFF-EN-10003798','OFF-PA-10004735'},,,,,
1010,frozenset({'OFF-ST-10000642','OFF-FA-10003485','OFF-EN-10003798','TEC-PH-10003589'},,,,,
1011,frozenset({'OFF-ST-10000642','OFF-PA-10004735','OFF-EN-10003798','TEC-PH-10003589'},,,,,
1012,frozenset({'OFF-PA-10001838','OFF-FA-10003485','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1013,frozenset({'OFF-PA-10001838','OFF-FA-10003485','OFF-EN-10004846','TEC-AC-10003038'},,,,,
1014,frozenset({'OFF-PA-10001838','OFF-FA-10003485','OFF-EN-10004846','TEC-PH-10001557'},,,,,
1015,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-FA-10003485','OFF-EN-10004846'},,,,,
1016,frozenset({'TEC-AC-10003038','OFF-FA-10003485','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1017,frozenset({'TEC-PH-10001557','OFF-FA-10003485','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1018,frozenset({'TEC-PH-10001760','OFF-FA-10003485','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1019,frozenset({'TEC-PH-10001557','OFF-FA-10003485','OFF-EN-10004846','TEC-AC-10003038'},,,,,
1020,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-FA-10003485','OFF-EN-10004846'},,,,,
1021,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-FA-10003485','OFF-EN-10004846'},,,,,
1022,frozenset({'OFF-PA-10001838','TEC-AC-10003038','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1023,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1024,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1025,frozenset({'OFF-PA-10001838','TEC-AC-10003038','OFF-EN-10004846','TEC-PH-10001557'},,,,,
1026,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-AC-10003038','OFF-EN-10004846'},,,,,
1027,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-PH-10001557','OFF-EN-10004846'},,,,,
1028,frozenset({'TEC-PH-10001557','TEC-AC-10003038','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1029,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1030,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-EN-10004846','OFF-SU-10003567'},,,,,
1031,frozenset({'TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038','OFF-EN-10004846'},,,,,
1032,frozenset({'OFF-FA-10003485','TEC-PH-10000011','OFF-PA-10002666','OFF-PA-10000675'},,,,,
1033,frozenset({'TEC-MA-10002412','OFF-FA-10003485','TEC-MA-10003626','OFF-PA-10001804'},,,,,
1034,frozenset({'OFF-PA-10001838','OFF-FA-10003485','TEC-AC-10003038','OFF-SU-10003567'},,,,,
1035,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-FA-10003485','OFF-SU-10003567'},,,,,
1036,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-FA-10003485','OFF-SU-10003567'},,,,,
1037,frozenset({'OFF-PA-10001838','TEC-PH-10001557','OFF-FA-10003485','TEC-AC-10003038'},,,,,
1038,frozenset({'TEC-PH-10001760','OFF-PA-10001838','OFF-FA-10003485','TEC-AC-10003038'},,,,,
1039,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-PH-10001557','OFF-FA-10003485'},,,,,
1040,frozenset({'OFF-ST-10000642','OFF-PA-10004735','OFF-FA-10003485','TEC-PH-10003589'},,,,,
1041,frozenset({'OFF-ST-10000760','OFF-FA-10003485','OFF-SU-10004884','OFF-ST-10002301'},,,,,
1042,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-ST-10003996'},,,,,
1043,frozenset({'TEC-PH-10001557','OFF-FA-10003485','TEC-AC-10003038','OFF-SU-10003567'},,,,,
1044,frozenset({'TEC-PH-10001760','TEC-AC-10003038','OFF-FA-10003485','OFF-SU-10003567'},,,,,
1045,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-FA-10003485','OFF-SU-10003567'},,,,,
1046,frozenset({'TEC-PH-10001760','TEC-PH-10001557','OFF-FA-10003485','TEC-AC-10003038'},,,,,
1047,frozenset({'OFF-PA-10001838','TEC-PH-10001557','TEC-AC-10003038','OFF-SU-10003567'},,,,,
1048,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-AC-10003038','OFF-SU-10003567'},,,,,
1049,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-PH-10001557','OFF-SU-10003567'},,,,,
1050,frozenset({'TEC-PH-10001760','OFF-PA-10001838','TEC-PH-10001557','TEC-AC-10003038'},,,,,
1051,frozenset({'TEC-PH-10001760','TEC-PH-10001557','TEC-AC-10003038','OFF-SU-10003567'},,,,,
1052,frozenset({'FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485'},,,,
1053,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485'},,,,
1054,frozenset({'FUR-AZ-10004270','OFF-AR-10003183','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1055,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986'},,,,
1056,frozenset({'FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','FUR-FU-10001986','TEC-MA-10003626'},,,,
1057,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','FUR-FU-10001986','TEC-MA-10003626'},,,,
1058,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485'},,,,
1059,frozenset({'FUR-AZ-10004270','OFF-PA-10001804','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1060,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','FUR-FU-10001986','OFF-FA-10003485','TEC-MA-10003626'},,,,
1061,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-PA-10001804','FUR-FU-10001986','TEC-MA-10003626'},,,,
1062,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','OFF-FA-10003485'},,,,
1063,frozenset({'FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','OFF-FA-10003485','TEC-MA-10003626'},,,,
1064,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-FA-10003485','TEC-MA-10003626'},,,,
1065,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-AR-10003183','OFF-PA-10001804','TEC-MA-10003626'},,,,
1066,frozenset({'TEC-MA-10002412','FUR-AZ-10004270','OFF-PA-10001804','OFF-FA-10003485','TEC-MA-10003626'},,,,
1067,frozenset({'FUR-FU-10004666','FUR-CH-10001190','FUR-TA-10001039','OFF-FA-10003485','OFF-AP-10004052'},,,,
1068,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','FUR-TA-10001039','OFF-AP-10004052'},,,,
1069,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','FUR-TA-10001039','OFF-FA-10003485'},,,,
1070,frozenset({'FUR-FU-10004666','FUR-CH-10001190','TEC-PH-10000702','OFF-FA-10003485','OFF-AP-10004052'},,,,
1071,frozenset({'FUR-CH-10001190','TEC-PH-10000702','FUR-TA-10001039','OFF-FA-10003485','OFF-AP-10004052'},,,,
1072,frozenset({'FUR-FU-10003268','OFF-BI-10001359','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1073,frozenset({'FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','FUR-CH-10002073'},,,,
1074,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-AP-10001563','FUR-CH-10002073'},,,,
1075,frozenset({'FUR-FU-10003268','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1076,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1077,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-FA-10003485','OFF-AP-10001563','FUR-CH-10002073'},,,,
1078,frozenset({'FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','OFF-EN-10003845','FUR-CH-10002073'},,,,
1079,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-EN-10003845','FUR-CH-10002073'},,,,
1080,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-BI-10001359','OFF-FA-10003485','FUR-CH-10002073'},,,,
1081,frozenset({'TEC-AC-10003709','FUR-FU-10003268','OFF-FA-10003485','OFF-EN-10003845','FUR-CH-10002073'},,,,
1082,frozenset({'OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1083,frozenset({'TEC-AC-10003709','OFF-BI-10001359','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1084,frozenset({'TEC-AC-10003709','OFF-BI-10001359','OFF-FA-10003485','OFF-AP-10001563','FUR-CH-10002073'},,,,
1085,frozenset({'TEC-AC-10003709','OFF-FA-10003485','OFF-AP-10001563','OFF-EN-10003845','FUR-CH-10002073'},,,,
1086,frozenset({'TEC-AC-10003709','OFF-BI-10001359','OFF-FA-10003485','OFF-EN-10003845','FUR-CH-10002073'},,,,
1087,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1088,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1089,frozenset({'OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1090,frozenset({'OFF-BI-10002571','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1091,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1092,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1093,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1094,frozenset({'OFF-BI-10004209','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1095,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1096,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1097,frozenset({'OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1098,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1099,frozenset({'OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1100,frozenset({'TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-AR-10001419'},,,,
1101,frozenset({'TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1102,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,
1103,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1104,frozenset({'OFF-BI-10004209','OFF-BI-10002571','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1105,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','FUR-CH-10003833','OFF-AR-10001419'},,,,
1106,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1107,frozenset({'OFF-BI-10002571','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1108,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,
1109,frozenset({'OFF-BI-10002571','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1110,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1111,frozenset({'OFF-BI-10002571','TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1112,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1113,frozenset({'OFF-BI-10004209','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1114,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-AR-10001419'},,,,
1115,frozenset({'OFF-BI-10004209','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1116,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1117,frozenset({'OFF-BI-10004209','TEC-AC-10004568','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1118,frozenset({'OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1119,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','FUR-CH-10003833','OFF-AR-10001419'},,,,
1120,frozenset({'TEC-AC-10004568','OFF-FA-10003485','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1121,frozenset({'TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-ST-10003996','OFF-AR-10001419'},,,,
1122,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833'},,,,
1123,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833'},,,,
1124,frozenset({'OFF-BI-10004209','OFF-BI-10002571','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1125,frozenset({'OFF-BI-10004209','OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833'},,,,
1126,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833'},,,,
1127,frozenset({'OFF-BI-10002571','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1128,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833'},,,,
1129,frozenset({'OFF-BI-10002571','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1130,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833'},,,,
1131,frozenset({'OFF-BI-10002571','TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1132,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833'},,,,
1133,frozenset({'OFF-BI-10004209','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1134,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833'},,,,
1135,frozenset({'OFF-BI-10004209','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1136,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-ST-10001963','FUR-CH-10003833','OFF-AY-10000477'},,,,
1137,frozenset({'OFF-BI-10004209','TEC-AC-10004568','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1138,frozenset({'OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
1139,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-ST-10001963','OFF-AY-10000477','FUR-CH-10003833'},,,,
1140,frozenset({'TEC-AC-10004568','OFF-FA-10003485','OFF-AY-10000477','FUR-CH-10003833','OFF-ST-10003996'},,,,
