gender;SeniorCitizen;tenure;PhoneService;Contract;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;0;59;Yes;Two year;Mailed check;20;1148;No
Male;0;67;Yes;Two year;Bank transfer (automatic);66;4362;No
Female;1;26;Yes;Month-to-month;Electronic check;79;2006;No
Female;0;27;Yes;One year;Mailed check;78;2079;No
Male;0;72;Yes;Two year;Bank transfer (automatic);105;7610;No
Female;0;6;Yes;Month-to-month;Electronic check;89;487;No
Male;0;62;Yes;Two year;Credit card (automatic);21;1218;No
Male;0;20;Yes;One year;Electronic check;69;1416;No
Male;0;6;Yes;Month-to-month;Credit card (automatic);79;483;No
Male;0;51;Yes;Two year;Mailed check;25;1235;No
Female;0;61;Yes;Two year;Credit card (automatic);20;1312;No
Male;1;62;Yes;Month-to-month;Electronic check;89;5618;No
Female;0;72;Yes;Two year;Bank transfer (automatic);85;6185;No
Male;1;13;Yes;Month-to-month;Electronic check;98;1238;Yes
Male;0;5;Yes;Month-to-month;Electronic check;94;498;Yes
Male;1;3;Yes;Month-to-month;Electronic check;105;294;Yes
Female;1;26;Yes;Month-to-month;Electronic check;94;2382;Yes
Male;1;13;Yes;Month-to-month;Electronic check;60;788;No
Female;0;38;Yes;Two year;Mailed check;20;756;No
Female;1;8;Yes;Month-to-month;Electronic check;84;613;Yes
Male;1;34;Yes;Month-to-month;Electronic check;109;3625;No
Male;0;18;No;Month-to-month;Mailed check;34;550;No
Male;0;56;Yes;One year;Mailed check;86;4794;No
Female;0;36;No;Month-to-month;Bank transfer (automatic);35;1267;No
Female;0;9;No;Month-to-month;Electronic check;49;442;Yes
Male;0;1;Yes;Month-to-month;Electronic check;85;85;Yes
Male;0;12;Yes;Month-to-month;Mailed check;57;655;Yes
Female;1;57;Yes;Month-to-month;Credit card (automatic);95;5567;No
Female;0;42;Yes;One year;Credit card (automatic);74;3161;Yes
Female;0;33;Yes;Two year;Mailed check;25;740;Yes
Male;0;70;Yes;Two year;Bank transfer (automatic);85;5706;No
Female;0;68;No;Month-to-month;Electronic check;45;3085;No
Male;0;1;No;Month-to-month;Electronic check;25;25;No
Female;0;37;Yes;Month-to-month;Credit card (automatic);100;3541;No
Female;0;4;Yes;Month-to-month;Mailed check;25;84;No
Male;0;1;Yes;Month-to-month;Mailed check;51;51;No
Male;0;20;No;Month-to-month;Credit card (automatic);55;1166;No
Male;0;72;Yes;Two year;Bank transfer (automatic);68;4855;No
Female;0;31;Yes;Month-to-month;Electronic check;90;2807;Yes
Male;1;18;Yes;Month-to-month;Electronic check;79;1423;Yes
Male;0;11;Yes;Month-to-month;Bank transfer (automatic);55;608;No
Female;0;33;Yes;Two year;Credit card (automatic);20;641;No
Female;1;62;Yes;One year;Electronic check;84;4959;No
Female;0;1;No;Month-to-month;Mailed check;36;36;No
Male;0;16;Yes;Month-to-month;Bank transfer (automatic);81;1321;No
Male;0;22;Yes;One year;Mailed check;79;1664;No
Female;0;49;Yes;Month-to-month;Bank transfer (automatic);62;3024;No
Male;0;36;Yes;One year;Credit card (automatic);64;2189;No
Male;0;42;Yes;Month-to-month;Electronic check;99;4138;Yes
Male;1;4;No;Month-to-month;Bank transfer (automatic);25;103;Yes
Female;0;12;Yes;One year;Mailed check;74;873;Yes
Female;0;31;Yes;Month-to-month;Electronic check;88;2724;No
Male;0;5;Yes;Month-to-month;Electronic check;89;413;No
Male;0;66;Yes;Two year;Credit card (automatic);20;1374;No
Female;1;15;Yes;Month-to-month;Credit card (automatic);55;757;Yes
Male;0;64;Yes;Two year;Bank transfer (automatic);104;6693;No
Male;0;10;Yes;Month-to-month;Credit card (automatic);20;219;No
Male;0;7;Yes;Month-to-month;Electronic check;90;609;Yes
Male;0;29;No;Month-to-month;Electronic check;34;1005;No
Male;0;57;Yes;Two year;Bank transfer (automatic);21;1126;No
Female;0;46;Yes;Month-to-month;Mailed check;84;3848;No
Male;0;53;Yes;Two year;Bank transfer (automatic);20;978;No
Female;0;17;Yes;One year;Credit card (automatic);80;1387;No
Female;0;38;Yes;Two year;Mailed check;20;746;No
Male;0;15;Yes;One year;Mailed check;20;305;No
Female;0;22;No;Month-to-month;Electronic check;50;1099;No
Male;0;14;Yes;Month-to-month;Electronic check;85;1139;Yes
Female;0;57;Yes;One year;Bank transfer (automatic);75;4369;No
Male;1;11;Yes;Month-to-month;Credit card (automatic);79;828;No
Female;0;1;Yes;Two year;Mailed check;20;20;No
Male;0;12;Yes;Two year;Bank transfer (automatic);21;262;No
Male;1;3;Yes;Month-to-month;Electronic check;95;280;Yes
Male;0;36;Yes;Month-to-month;Electronic check;95;3513;No
Male;0;16;Yes;Month-to-month;Electronic check;94;1483;Yes
Male;0;65;Yes;One year;Credit card (automatic);72;4654;Yes
Male;0;2;Yes;Month-to-month;Electronic check;75;152;No
Female;0;42;Yes;Month-to-month;Electronic check;105;4401;Yes
Male;0;72;Yes;Two year;Bank transfer (automatic);112;8033;No
Male;0;62;Yes;Two year;Bank transfer (automatic);20;1254;No
Female;0;6;Yes;Month-to-month;Electronic check;90;553;No
Male;0;48;Yes;Two year;Mailed check;20;1036;No
Male;0;35;Yes;Two year;Electronic check;109;4026;No
Male;0;52;Yes;One year;Credit card (automatic);20;928;No
Female;0;1;No;Month-to-month;Mailed check;25;25;No
Male;0;6;Yes;Month-to-month;Electronic check;83;460;Yes
Female;0;71;Yes;Two year;Credit card (automatic);93;6506;No
Female;0;67;Yes;One year;Bank transfer (automatic);85;5598;No
Male;1;60;Yes;One year;Electronic check;72;4375;No
Male;0;23;No;Month-to-month;Bank transfer (automatic);30;679;No
Male;0;39;No;One year;Bank transfer (automatic);55;2192;No
Male;0;15;Yes;One year;Mailed check;20;240;No
Male;1;53;Yes;Month-to-month;Electronic check;104;5486;Yes
Male;0;24;Yes;Two year;Mailed check;24;609;No
Female;0;37;Yes;Month-to-month;Electronic check;19;684;No
Female;0;5;Yes;Month-to-month;Electronic check;84;404;Yes
Female;1;50;Yes;One year;Electronic check;101;5190;No
Female;0;54;Yes;One year;Credit card (automatic);94;5061;No
Female;0;3;Yes;Month-to-month;Electronic check;75;234;No
Male;0;68;Yes;One year;Electronic check;108;7177;Yes
Male;0;5;Yes;Month-to-month;Electronic check;56;291;No
Male;0;33;Yes;Two year;Mailed check;20;690;No
Female;0;41;Yes;One year;Electronic check;81;3264;No
Female;0;34;No;One year;Mailed check;61;1993;No
Female;0;13;Yes;Month-to-month;Mailed check;20;255;No
Female;0;20;Yes;Month-to-month;Credit card (automatic);19;348;No
Female;1;51;Yes;Two year;Credit card (automatic);20;968;No
Female;0;3;Yes;Month-to-month;Credit card (automatic);92;243;Yes
Female;0;41;Yes;Month-to-month;Bank transfer (automatic);45;1842;No
Female;0;13;Yes;Month-to-month;Credit card (automatic);19;232;No
Male;0;35;Yes;Two year;Bank transfer (automatic);25;809;No
Male;0;12;Yes;Month-to-month;Bank transfer (automatic);81;866;Yes
Male;0;4;Yes;Month-to-month;Mailed check;95;361;No
Female;0;43;No;Month-to-month;Bank transfer (automatic);49;2076;Yes
Female;1;12;No;Month-to-month;Mailed check;29;356;No
Male;1;68;Yes;Month-to-month;Electronic check;105;7300;Yes
Male;1;25;Yes;Month-to-month;Electronic check;89;2291;Yes
Female;0;7;Yes;One year;Mailed check;20;129;No
Male;1;66;Yes;One year;Electronic check;111;7492;Yes
Female;0;53;Yes;One year;Electronic check;111;5836;No
Male;1;63;Yes;Month-to-month;Bank transfer (automatic);109;7031;No
Female;0;70;Yes;Two year;Bank transfer (automatic);114;7724;Yes
Male;1;27;No;Month-to-month;Bank transfer (automatic);37;1032;Yes
Female;0;1;Yes;Month-to-month;Mailed check;71;71;Yes
Female;0;5;Yes;Month-to-month;Mailed check;20;110;No
Female;1;37;Yes;One year;Mailed check;20;728;No
Male;0;3;No;Month-to-month;Mailed check;40;131;Yes
Female;0;12;Yes;Month-to-month;Electronic check;77;893;No
Female;0;38;Yes;One year;Credit card (automatic);20;763;No
Female;0;9;Yes;Month-to-month;Credit card (automatic);85;781;No
Male;0;13;Yes;Month-to-month;Electronic check;66;902;No
Male;1;29;Yes;Month-to-month;Electronic check;94;2654;Yes
Female;0;47;Yes;Two year;Credit card (automatic);20;1017;No
Male;0;61;Yes;Month-to-month;Bank transfer (automatic);99;5944;No
Male;0;16;Yes;Month-to-month;Mailed check;20;276;No
Female;0;41;Yes;Two year;Electronic check;78;3126;No
Female;0;43;Yes;Two year;Electronic check;25;1070;No
Female;0;36;Yes;Month-to-month;Bank transfer (automatic);97;3458;Yes
Female;0;6;Yes;Month-to-month;Electronic check;55;340;No
Female;0;58;Yes;One year;Credit card (automatic);71;4299;No
Male;0;19;Yes;Month-to-month;Credit card (automatic);62;1093;No
Male;0;11;Yes;Month-to-month;Bank transfer (automatic);46;522;No
Female;0;39;No;One year;Bank transfer (automatic);40;1630;No
Female;1;8;Yes;Month-to-month;Electronic check;87;714;No
Female;0;26;Yes;Month-to-month;Mailed check;50;1266;No
Female;1;53;Yes;Month-to-month;Credit card (automatic);74;4004;No
Female;0;70;Yes;Two year;Mailed check;19;1401;No
Male;0;1;No;Month-to-month;Mailed check;45;45;Yes
Male;0;59;Yes;Two year;Mailed check;25;1511;No
Male;0;2;Yes;Month-to-month;Electronic check;95;178;Yes
Male;0;7;No;One year;Mailed check;35;265;No
Female;0;12;Yes;Month-to-month;Electronic check;45;481;Yes
Male;0;59;Yes;One year;Credit card (automatic);77;4542;No
Male;0;61;Yes;Two year;Bank transfer (automatic);81;4976;No
Male;0;72;Yes;Two year;Bank transfer (automatic);106;7542;No
Female;0;13;Yes;Month-to-month;Mailed check;19;251;No
Female;0;64;Yes;One year;Mailed check;25;1596;No
Male;0;1;No;Month-to-month;Electronic check;23;23;Yes
Female;0;10;Yes;One year;Mailed check;65;686;No
Female;0;65;Yes;One year;Bank transfer (automatic);61;3874;No
Female;0;62;Yes;Two year;Mailed check;114;6891;No
Female;0;55;Yes;One year;Electronic check;90;4917;No
Female;0;25;Yes;Month-to-month;Electronic check;54;1373;No
Male;0;1;No;Month-to-month;Mailed check;30;30;Yes
Male;0;1;Yes;Month-to-month;Credit card (automatic);50;50;No
Female;0;59;Yes;Month-to-month;Electronic check;101;6040;Yes
Male;1;64;Yes;Two year;Bank transfer (automatic);24;1549;No
Male;0;36;Yes;Month-to-month;Bank transfer (automatic);95;3440;No
Female;0;3;Yes;Month-to-month;Mailed check;51;151;Yes
Male;0;61;Yes;Two year;Mailed check;70;4227;No
Male;0;26;No;One year;Bank transfer (automatic);40;1024;No
Female;0;1;Yes;Month-to-month;Electronic check;55;55;Yes
Female;1;1;Yes;Month-to-month;Electronic check;91;91;Yes
Male;0;68;Yes;Two year;Credit card (automatic);103;7074;No
Male;1;2;Yes;Month-to-month;Mailed check;87;156;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);94;6850;No
Female;0;71;No;Two year;Electronic check;47;3264;No
Male;0;57;Yes;Two year;Credit card (automatic);21;1253;No
Male;0;4;Yes;Month-to-month;Mailed check;20;68;No
Female;1;1;Yes;Month-to-month;Electronic check;70;70;No
Male;0;72;Yes;Two year;Credit card (automatic);81;5750;No
Male;0;21;Yes;One year;Bank transfer (automatic);76;1550;No
Female;0;71;Yes;Two year;Bank transfer (automatic);25;1811;No
Female;1;29;Yes;Month-to-month;Bank transfer (automatic);99;2953;Yes
Female;1;69;Yes;Two year;Credit card (automatic);110;7468;No
Female;0;64;Yes;Two year;Credit card (automatic);85;5484;No
Male;0;16;Yes;Month-to-month;Credit card (automatic);20;295;No
Female;0;4;Yes;One year;Electronic check;24;98;No
Female;0;52;Yes;One year;Credit card (automatic);111;5916;Yes
Male;0;2;Yes;Month-to-month;Mailed check;55;113;Yes
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;18;No;Month-to-month;Mailed check;25;477;No
Female;0;2;Yes;Month-to-month;Mailed check;54;102;No
Female;0;19;Yes;Month-to-month;Mailed check;60;1131;No
Female;0;40;Yes;Month-to-month;Bank transfer (automatic);84;3532;No
Female;1;66;Yes;One year;Electronic check;105;6891;No
Male;0;21;Yes;Month-to-month;Mailed check;75;1571;No
Male;0;8;Yes;Month-to-month;Electronic check;67;521;No
Female;0;72;Yes;Two year;Credit card (automatic);110;7855;No
Female;0;48;Yes;One year;Bank transfer (automatic);74;3581;No
Male;0;69;Yes;Two year;Bank transfer (automatic);19;1448;No
Male;0;72;Yes;Two year;Electronic check;118;8547;No
Female;0;14;Yes;One year;Credit card (automatic);51;728;No
Male;0;6;Yes;Month-to-month;Electronic check;59;358;No
Female;0;8;Yes;Two year;Bank transfer (automatic);20;159;No
Female;0;17;Yes;One year;Mailed check;20;281;No
Male;0;65;Yes;One year;Electronic check;94;6069;No
Female;0;57;Yes;One year;Mailed check;59;3274;No
Male;0;13;Yes;Month-to-month;Credit card (automatic);102;1359;Yes
Male;1;19;Yes;Month-to-month;Credit card (automatic);96;1778;Yes
Female;0;56;Yes;One year;Bank transfer (automatic);110;6110;No
Female;0;14;Yes;Month-to-month;Electronic check;78;1122;No
Male;0;52;No;Month-to-month;Electronic check;40;2021;No
Female;0;58;Yes;Two year;Credit card (automatic);65;3795;No
Female;1;47;Yes;Month-to-month;Electronic check;95;4505;Yes
Female;0;67;No;Month-to-month;Credit card (automatic);53;3579;No
Male;0;2;No;Month-to-month;Credit card (automatic);25;50;No
Male;1;6;Yes;Month-to-month;Credit card (automatic);45;277;No
Male;0;71;Yes;Two year;Bank transfer (automatic);114;8176;No
Female;0;46;Yes;Two year;Bank transfer (automatic);20;890;No
Female;0;5;Yes;Month-to-month;Credit card (automatic);54;260;Yes
Male;1;67;Yes;Month-to-month;Bank transfer (automatic);84;5589;No
Male;0;3;Yes;Month-to-month;Bank transfer (automatic);20;51;No
Female;0;3;Yes;Month-to-month;Mailed check;20;58;No
Male;1;52;Yes;Month-to-month;Electronic check;104;5568;Yes
Female;0;42;Yes;Month-to-month;Electronic check;50;2204;Yes
Male;0;50;Yes;One year;Mailed check;20;939;No
Male;1;23;Yes;Month-to-month;Electronic check;90;2024;No
Female;0;67;No;Two year;Credit card (automatic);54;3624;No
Female;0;25;Yes;Month-to-month;Electronic check;100;2369;Yes
Female;1;39;Yes;One year;Mailed check;99;3878;No
Female;0;69;Yes;Two year;Mailed check;67;4578;No
Female;0;1;No;One year;Mailed check;26;26;No
Male;0;32;Yes;Month-to-month;Electronic check;91;2872;No
Female;0;9;Yes;Month-to-month;Electronic check;71;673;Yes
Female;0;16;Yes;Month-to-month;Credit card (automatic);93;1574;Yes
Male;0;60;Yes;Two year;Bank transfer (automatic);21;1271;No
Female;0;72;Yes;Two year;Bank transfer (automatic);109;7711;No
Male;0;5;Yes;Month-to-month;Mailed check;19;126;Yes
Female;1;26;Yes;Month-to-month;Credit card (automatic);86;2194;No
Male;0;3;Yes;Month-to-month;Mailed check;20;65;Yes
Male;0;2;Yes;Month-to-month;Electronic check;20;31;No
Female;0;2;Yes;One year;Bank transfer (automatic);21;38;No
Female;0;36;Yes;One year;Credit card (automatic);90;3348;No
Male;0;7;Yes;Month-to-month;Mailed check;74;534;No
Female;1;60;No;Two year;Credit card (automatic);49;2908;No
Female;0;19;Yes;Month-to-month;Electronic check;89;1621;No
Male;1;45;Yes;Two year;Credit card (automatic);75;3480;No
Male;1;4;Yes;Month-to-month;Electronic check;71;294;No
Female;0;31;Yes;Month-to-month;Electronic check;104;3243;Yes
Male;0;47;Yes;Month-to-month;Electronic check;90;4137;No
Male;0;1;Yes;Month-to-month;Electronic check;79;79;Yes
Female;0;1;Yes;Month-to-month;Bank transfer (automatic);45;45;Yes
Female;0;1;Yes;Month-to-month;Credit card (automatic);19;19;No
Female;1;59;Yes;Month-to-month;Credit card (automatic);89;5349;No
Male;0;10;Yes;Month-to-month;Electronic check;70;660;Yes
Male;1;35;Yes;Month-to-month;Credit card (automatic);91;3181;No
Male;0;4;No;Month-to-month;Electronic check;30;119;Yes
Male;0;32;Yes;One year;Electronic check;91;3024;No
Male;0;43;Yes;Month-to-month;Electronic check;78;3366;Yes
Male;0;4;Yes;Month-to-month;Electronic check;54;195;Yes
Female;1;54;Yes;Two year;Mailed check;19;1031;No
Female;1;11;Yes;Month-to-month;Bank transfer (automatic);95;998;Yes
Female;1;66;Yes;Two year;Bank transfer (automatic);102;6472;No
Male;0;61;Yes;One year;Electronic check;100;6241;No
Male;0;72;Yes;Two year;Credit card (automatic);89;6501;No
Male;0;44;No;One year;Electronic check;54;2317;No
Male;0;41;Yes;Month-to-month;Bank transfer (automatic);56;2238;No
Male;0;50;Yes;One year;Electronic check;104;5231;No
Male;0;47;Yes;One year;Credit card (automatic);111;5276;Yes
Male;0;8;Yes;Two year;Mailed check;20;166;No
Male;0;18;Yes;Month-to-month;Mailed check;20;359;No
Male;0;72;Yes;Two year;Credit card (automatic);92;6615;No
Male;0;1;Yes;Month-to-month;Electronic check;81;81;Yes
Female;1;42;Yes;Month-to-month;Electronic check;56;2422;No
Female;1;18;Yes;Month-to-month;Electronic check;75;1295;No
Female;0;13;Yes;One year;Credit card (automatic);104;1299;No
Female;0;68;Yes;One year;Bank transfer (automatic);84;5733;No
Male;0;4;Yes;Month-to-month;Bank transfer (automatic);72;306;Yes
Male;0;69;Yes;Two year;Credit card (automatic);110;7431;No
Male;0;17;Yes;Month-to-month;Mailed check;52;901;Yes
Male;0;25;Yes;Two year;Credit card (automatic);26;631;No
Male;1;43;Yes;Month-to-month;Mailed check;90;3857;Yes
Female;0;59;Yes;Two year;Credit card (automatic);20;1223;No
Female;1;5;Yes;Month-to-month;Electronic check;81;375;No
Male;0;21;Yes;One year;Mailed check;78;1625;Yes
Female;0;69;Yes;One year;Credit card (automatic);105;7235;No
Male;0;13;No;Month-to-month;Bank transfer (automatic);25;332;No
Male;0;42;Yes;Month-to-month;Bank transfer (automatic);95;3959;Yes
Male;0;52;Yes;Month-to-month;Credit card (automatic);96;5088;No
Male;1;46;Yes;Month-to-month;Electronic check;85;3969;Yes
Male;0;61;Yes;Two year;Bank transfer (automatic);81;4861;No
Male;0;29;No;One year;Mailed check;25;788;No
Female;0;25;Yes;One year;Credit card (automatic);55;1266;No
Female;0;5;Yes;Month-to-month;Electronic check;86;471;Yes
Male;0;15;No;One year;Electronic check;51;688;No
Female;0;19;Yes;Two year;Mailed check;20;388;No
Male;0;44;Yes;Two year;Mailed check;20;845;No
Female;1;6;Yes;Month-to-month;Electronic check;98;561;Yes
Male;0;58;Yes;Two year;Credit card (automatic);72;4230;No
Male;0;62;Yes;One year;Credit card (automatic);81;4983;No
Female;0;70;No;One year;Bank transfer (automatic);58;4113;No
Female;1;1;No;Month-to-month;Mailed check;26;26;Yes
Male;0;10;No;Two year;Credit card (automatic);54;521;No
Male;0;26;Yes;One year;Bank transfer (automatic);20;472;No
Male;0;66;Yes;Month-to-month;Credit card (automatic);89;5977;No
Female;0;7;Yes;Month-to-month;Electronic check;69;507;Yes
Male;0;51;Yes;One year;Bank transfer (automatic);84;4300;No
Male;0;72;Yes;Two year;Credit card (automatic);106;7549;No
Male;0;65;Yes;Two year;Mailed check;26;1655;No
Male;0;2;Yes;Month-to-month;Bank transfer (automatic);46;80;Yes
Male;0;70;Yes;One year;Bank transfer (automatic);65;4552;No
Male;0;72;Yes;Two year;Credit card (automatic);85;6228;No
Female;0;1;Yes;Month-to-month;Mailed check;20;20;No
Female;1;1;Yes;Month-to-month;Mailed check;76;76;Yes
Female;0;5;Yes;Month-to-month;Electronic check;101;514;Yes
Male;0;3;Yes;Month-to-month;Mailed check;21;58;No
Male;0;58;Yes;Two year;Credit card (automatic);25;1474;No
Male;1;22;No;Month-to-month;Mailed check;40;880;Yes
Male;1;33;Yes;Month-to-month;Bank transfer (automatic);101;3270;No
Male;0;1;Yes;Month-to-month;Electronic check;70;70;Yes
Male;1;54;Yes;Month-to-month;Bank transfer (automatic);74;3919;No
Male;0;72;Yes;Two year;Electronic check;99;7286;No
Male;0;1;Yes;Month-to-month;Electronic check;93;93;Yes
Male;0;3;Yes;Month-to-month;Electronic check;49;169;Yes
Female;0;72;Yes;Two year;Credit card (automatic);107;7658;No
Female;0;72;Yes;Two year;Credit card (automatic);84;5959;No
Male;1;54;Yes;Month-to-month;Credit card (automatic);99;5296;No
Female;0;59;Yes;One year;Electronic check;80;4693;No
Male;0;54;Yes;Two year;Bank transfer (automatic);65;3513;No
Male;0;60;Yes;Two year;Electronic check;90;5231;No
Female;0;60;No;Two year;Credit card (automatic);61;3603;No
Male;0;3;Yes;Month-to-month;Electronic check;75;217;No
Female;0;69;Yes;Two year;Bank transfer (automatic);99;6875;No
Female;0;1;Yes;Month-to-month;Electronic check;19;19;No
Male;0;50;No;Month-to-month;Credit card (automatic);39;2021;No
Female;0;56;No;Month-to-month;Credit card (automatic);45;2565;No
Female;0;60;Yes;Two year;Electronic check;97;5612;No
Male;1;69;Yes;One year;Mailed check;111;7610;No
Female;0;1;No;Month-to-month;Mailed check;35;35;Yes
Female;1;1;Yes;Month-to-month;Electronic check;73;73;Yes
Female;0;3;Yes;Month-to-month;Mailed check;20;46;No
Male;0;60;Yes;Two year;Bank transfer (automatic);77;4544;No
Female;0;13;No;Two year;Mailed check;35;450;No
Male;0;62;Yes;Two year;Bank transfer (automatic);20;1297;No
Female;0;45;Yes;One year;Bank transfer (automatic);97;4443;No
Female;0;25;No;One year;Electronic check;54;1423;No
Male;0;44;Yes;Two year;Bank transfer (automatic);100;4378;No
Female;0;2;Yes;Month-to-month;Mailed check;45;74;No
Male;1;33;Yes;Month-to-month;Credit card (automatic);84;2716;Yes
Female;0;1;Yes;Month-to-month;Electronic check;70;70;Yes
Female;0;22;Yes;One year;Bank transfer (automatic);21;451;No
Female;0;35;No;Month-to-month;Mailed check;33;1176;No
Female;0;29;Yes;Two year;Mailed check;20;559;No
Male;1;27;Yes;One year;Electronic check;86;2220;No
Male;0;54;Yes;One year;Electronic check;61;3283;No
Female;1;2;Yes;Month-to-month;Electronic check;71;142;Yes
Male;0;57;Yes;One year;Electronic check;87;4939;No
Male;0;62;Yes;Two year;Bank transfer (automatic);69;4238;No
Female;0;15;Yes;One year;Credit card (automatic);20;336;No
Male;0;2;Yes;Month-to-month;Mailed check;20;33;Yes
Female;0;70;Yes;Two year;Bank transfer (automatic);104;7189;No
Female;0;21;Yes;Month-to-month;Electronic check;45;926;No
Female;0;23;Yes;One year;Electronic check;49;1119;No
Male;0;6;Yes;One year;Mailed check;21;117;No
Male;0;4;Yes;Two year;Credit card (automatic);20;69;No
Female;0;3;Yes;Month-to-month;Credit card (automatic);99;287;Yes
Female;0;23;Yes;Month-to-month;Electronic check;94;2342;No
Male;0;26;No;One year;Credit card (automatic);55;1363;No
Female;0;8;Yes;Month-to-month;Mailed check;20;164;No
Male;0;26;Yes;Month-to-month;Electronic check;84;2254;Yes
Male;0;2;Yes;Month-to-month;Electronic check;79;145;No
Male;0;67;Yes;Two year;Credit card (automatic);116;7752;Yes
Female;0;71;Yes;Two year;Bank transfer (automatic);94;6585;Yes
Female;0;59;Yes;One year;Credit card (automatic);80;4786;No
Male;0;39;Yes;One year;Electronic check;100;3836;No
Male;0;21;Yes;Two year;Mailed check;20;397;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Female;0;48;Yes;Two year;Bank transfer (automatic);20;1027;No
Female;1;31;No;One year;Credit card (automatic);50;1580;No
Female;0;64;Yes;One year;Electronic check;113;7223;No
Male;0;46;Yes;Month-to-month;Bank transfer (automatic);80;3770;No
Female;0;52;Yes;Two year;Bank transfer (automatic);81;4234;No
Female;0;67;Yes;Two year;Mailed check;25;1680;No
Female;1;67;Yes;Month-to-month;Electronic check;55;3726;No
Female;0;5;Yes;Month-to-month;Electronic check;76;414;Yes
Female;0;71;Yes;Two year;Electronic check;109;7708;No
Female;0;9;Yes;Month-to-month;Bank transfer (automatic);78;714;Yes
Female;1;26;Yes;Month-to-month;Electronic check;95;2497;Yes
Male;0;71;Yes;One year;Bank transfer (automatic);116;8310;No
Female;0;32;Yes;Month-to-month;Bank transfer (automatic);20;602;No
Female;0;2;Yes;Month-to-month;Electronic check;70;139;No
Female;0;71;Yes;Two year;Credit card (automatic);26;1888;No
Female;0;60;No;One year;Electronic check;44;2774;No
Female;1;55;Yes;One year;Electronic check;100;5410;No
Male;0;54;Yes;One year;Credit card (automatic);105;5643;Yes
Male;0;2;Yes;Month-to-month;Electronic check;96;198;Yes
Female;0;6;Yes;Month-to-month;Mailed check;74;401;No
Female;0;48;Yes;Two year;Credit card (automatic);70;3238;No
Male;0;63;Yes;Two year;Mailed check;25;1573;No
Male;0;1;Yes;Month-to-month;Electronic check;79;79;Yes
Male;0;12;Yes;Month-to-month;Credit card (automatic);21;236;No
Male;1;54;No;Month-to-month;Bank transfer (automatic);25;1365;No
Female;0;30;Yes;One year;Electronic check;65;1985;No
Female;0;30;Yes;Month-to-month;Bank transfer (automatic);20;656;Yes
Female;0;4;Yes;Month-to-month;Electronic check;79;303;Yes
Female;0;40;Yes;One year;Credit card (automatic);106;4335;No
Female;0;9;Yes;Month-to-month;Electronic check;76;648;No
Female;0;17;Yes;Month-to-month;Electronic check;92;1574;Yes
Female;0;62;No;Two year;Credit card (automatic);44;2749;No
Male;0;28;Yes;One year;Bank transfer (automatic);91;2484;No
Female;0;70;Yes;Two year;Credit card (automatic);90;6367;No
Female;0;46;Yes;Two year;Bank transfer (automatic);104;4904;No
Female;0;23;Yes;Month-to-month;Mailed check;90;2045;No
Male;0;47;No;One year;Electronic check;40;1795;No
Male;0;68;Yes;Two year;Bank transfer (automatic);105;7173;No
Female;1;60;Yes;One year;Electronic check;106;6441;Yes
Female;0;67;Yes;Two year;Electronic check;104;7039;No
Female;0;14;Yes;Month-to-month;Electronic check;70;921;No
Male;0;57;Yes;Month-to-month;Electronic check;74;4018;No
Female;0;55;Yes;One year;Mailed check;101;5449;No
Male;0;1;Yes;Month-to-month;Mailed check;20;20;No
Male;0;1;Yes;Month-to-month;Mailed check;50;50;Yes
Male;0;23;Yes;Month-to-month;Credit card (automatic);97;2085;No
Female;0;13;Yes;Month-to-month;Electronic check;100;1359;Yes
Male;0;47;Yes;Month-to-month;Electronic check;104;5135;No
Male;0;38;Yes;One year;Mailed check;20;730;No
Female;1;38;Yes;Month-to-month;Bank transfer (automatic);75;2870;Yes
Female;1;2;Yes;Month-to-month;Credit card (automatic);57;118;No
Male;1;1;Yes;Month-to-month;Credit card (automatic);49;49;Yes
Male;0;15;Yes;Month-to-month;Bank transfer (automatic);69;1109;No
Female;0;26;Yes;Month-to-month;Credit card (automatic);69;1816;No
Female;0;35;Yes;Two year;Credit card (automatic);20;730;No
Male;0;3;Yes;Month-to-month;Mailed check;20;75;No
Male;0;50;Yes;Month-to-month;Electronic check;104;5071;Yes
Male;0;42;Yes;Month-to-month;Electronic check;94;4015;No
Male;0;10;Yes;Month-to-month;Credit card (automatic);55;569;No
Female;0;61;Yes;One year;Bank transfer (automatic);94;5861;No
Female;0;68;Yes;Two year;Credit card (automatic);110;7279;No
Male;0;10;Yes;One year;Electronic check;99;1065;No
Male;0;65;Yes;One year;Electronic check;90;5770;Yes
Female;0;72;Yes;Two year;Bank transfer (automatic);80;5887;No
Male;0;55;Yes;Month-to-month;Electronic check;79;4238;No
Female;0;1;Yes;Month-to-month;Mailed check;20;20;Yes
Female;0;7;Yes;Month-to-month;Bank transfer (automatic);63;418;No
Female;0;2;Yes;Month-to-month;Mailed check;75;136;No
Female;0;9;Yes;Month-to-month;Electronic check;75;708;No
Male;0;27;Yes;Two year;Credit card (automatic);26;789;No
Male;1;7;Yes;Month-to-month;Electronic check;102;701;Yes
Female;0;64;Yes;Two year;Mailed check;68;4379;No
Male;0;70;No;Two year;Bank transfer (automatic);48;3443;No
